"Freq [MHz]","Gap [mm]","k1 []","I1 [A]","SolidLoss [W]"
1,0.4,0.6666666666666,1.65,0.1600927387
1,0.4,0.6666666666666,1.7,0.1699423378
1,0.4,0.6666666666666,1.75,0.1800859549
1,0.4,0.6666666666666,1.8,0.1905235898
1,0.4,0.6666666666666,1.85,0.2012552426
1,0.4,0.6666666666666,1.9,0.2122809133
1,0.4,0.6666666666666,1.95,0.2236006019
1,0.4,0.6666666666666,2,0.2352143084
1,0.4,0.6666666666666,2.05,0.2471220328
1,0.4,0.6666666666666,2.1,0.259323775
1,0.4,0.6666666666666,2.15,0.2718195351
1,0.4,0.6666666666666,2.2,0.2846093132
1,0.4,0.6666666666666,2.25,0.2976931091
1,0.4,0.6666666666666,2.3,0.3110709229
1,0.4,0.6666666666666,2.35,0.3247427545
1,0.4,0.6666666666666,2.4,0.3387086041
1,0.4,0.6666666666666,2.45,0.3529684716
1,0.4,0.6666666666666,2.5,0.3675223569
1,0.4,0.6666666666666,2.6,0.3975121812
1,0.4,0.6666666666666,2.8,0.4610200445
1,0.4,0.6666666666666,3,0.5292321939
1,0.4,0.6666666666666,3.2,0.6021486295
1,0.4,0.6666666666666,3.4,0.6797693513
1,0.4,0.6666666666666,3.6,0.7620943592
1,0.4,0.6666666666666,3.8,0.8491236533
1,0.4,0.6666666666666,4,0.9408572336
1,0.4,0.6666666666666,4.2,1.0372951
1,0.4,0.6666666666666,4.4,1.138437253
1,0.4,0.6666666666666,4.6,1.244283691
1,0.4,0.6666666666666,4.8,1.354834416
1,0.4,0.6666666666666,5,1.470089428
1,0.4,1,0.2,0.003114628724
1,0.4,1,0.25,0.004866607382
1,0.4,1,0.3,0.00700791463
1,0.4,1,0.35,0.009538550468
1,0.4,1,0.4,0.0124585149
1,0.4,1,0.45,0.01576780792
1,0.4,1,0.5,0.01946642953
1,0.4,1,0.55,0.02355437973
1,0.4,1,0.6,0.02803165852
1,0.4,1,0.65,0.0328982659
1,0.4,1,0.7,0.03815420187
1,0.4,1,0.75,0.04379946644
1,0.4,1,0.8,0.04983405959
1,0.4,1,0.85,0.05625798133
1,0.4,1,0.9,0.06307123167
1,0.4,1,0.95,0.07027381059
1,0.4,1,1,0.07786571811
1,0.4,1,1.05,0.08584695421
1,0.4,1,1.1,0.09421751891
1,0.4,1,1.15,0.1029774122
1,0.4,1,1.2,0.1121266341
1,0.4,1,1.25,0.1216651845
1,0.4,1,1.3,0.1315930636
1,0.4,1,1.35,0.1419102713
1,0.4,1,1.4,0.1526168075
1,0.4,1,1.45,0.1637126723
1,0.4,1,1.5,0.1751978657
1,0.4,1,1.55,0.1870723878
1,0.4,1,1.6,0.1993362384
1,0.4,1,1.65,0.2119894176
1,0.4,1,1.7,0.2250319253
1,0.4,1,1.75,0.2384637617
1,0.4,1,1.8,0.2522849267
1,0.4,1,1.85,0.2664954202
1,0.4,1,1.9,0.2810952424
1,0.4,1,1.95,0.2960843931
1,0.4,1,2,0.3114628724
1,0.4,1,2.05,0.3272306804
1,0.4,1,2.1,0.3433878169
1,0.4,1,2.15,0.359934282
1,0.4,1,2.2,0.3768700756
1,0.4,1,2.25,0.3941951979
1,0.4,1,2.3,0.4119096488
1,0.4,1,2.35,0.4300134283
1,0.4,1,2.4,0.4485065363
1,0.4,1,2.45,0.4673889729
1,0.4,1,2.5,0.4866607382
1,0.4,1,2.6,0.5263722544
1,0.4,1,2.8,0.61046723
1,0.4,1,3,0.700791463
1,0.4,1,3.2,0.7973449534
1,0.4,1,3.4,0.9001277013
1,0.4,1,3.6,1.009139707
1,0.4,1,3.8,1.124380969
1,0.4,1,4,1.24585149
1,0.4,1,4.2,1.373551267
1,0.4,1,4.4,1.507480303
1,0.4,1,4.6,1.647638595
1,0.4,1,4.8,1.794026145
1,0.4,1,5,1.946642953
1,0.5,0,0.2,0.004440039784
1,0.5,0,0.25,0.006937562163
1,0.5,0,0.3,0.009990089515
1,0.5,0,0.35,0.01359762184
1,0.5,0,0.4,0.01776015914
1,0.5,0,0.45,0.02247770141
1,0.5,0,0.5,0.02775024865
1,0.5,0,0.55,0.03357780087
1,0.5,0,0.6,0.03996035806
1,0.5,0,0.65,0.04689792022
1,0.5,0,0.7,0.05439048736
1,0.5,0,0.75,0.06243805947
1,0.5,0,0.8,0.07104063655
1,0.5,0,0.85,0.0801982186
1,0.5,0,0.9,0.08991080563
1,0.5,0,0.95,0.1001783976
1,0.5,0,1,0.1110009946
1,0.5,0,1.05,0.1223785966
1,0.5,0,1.1,0.1343112035
1,0.5,0,1.15,0.1467988154
1,0.5,0,1.2,0.1598414322
1,0.5,0,1.25,0.1734390541
1,0.5,0,1.3,0.1875916809
1,0.5,0,1.35,0.2022993127
1,0.5,0,1.4,0.2175619494
1,0.5,0,1.45,0.2333795912
1,0.5,0,1.5,0.2497522379
1,0.5,0,1.55,0.2666798895
1,0.5,0,1.6,0.2841625462
1,0.5,0,1.65,0.3022002078
1,0.5,0,1.7,0.3207928744
1,0.5,0,1.75,0.339940546
1,0.5,0,1.8,0.3596432225
1,0.5,0,1.85,0.379900904
1,0.5,0,1.9,0.4007135905
1,0.5,0,1.95,0.422081282
1,0.5,0,2,0.4440039784
1,0.5,0,2.05,0.4664816798
1,0.5,0,2.1,0.4895143862
1,0.5,0,2.15,0.5131020976
1,0.5,0,2.2,0.5372448139
1,0.5,0,2.25,0.5619425352
1,0.5,0,2.3,0.5871952615
1,0.5,0,2.35,0.6130029927
1,0.5,0,2.4,0.6393657289
1,0.5,0,2.45,0.6662834701
1,0.5,0,2.5,0.6937562163
1,0.5,0,2.6,0.7503667235
1,0.5,0,2.8,0.8702477977
1,0.5,0,3,0.9990089515
1,0.5,0,3.2,1.136650185
1,0.5,0,3.4,1.283171498
1,0.5,0,3.6,1.43857289
1,0.5,0,3.8,1.602854362
1,0.5,0,4,1.776015914
1,0.5,0,4.2,1.958057545
1,0.5,0,4.4,2.148979256
1,0.5,0,4.6,2.348781046
1,0.5,0,4.8,2.557462916
1,0.5,0,5,2.775024865
1,0.5,0.6666666666666,0.2,0.002330303506
1,0.5,0.6666666666666,0.25,0.003641099228
1,0.5,0.6666666666666,0.3,0.005243182888
1,0.5,0.6666666666666,0.35,0.007136554486
1,0.5,0.6666666666666,0.4,0.009321214023
1,0.5,0.6666666666666,0.45,0.0117971615
1,0.5,0.6666666666666,0.5,0.01456439691
1,0.5,0.6666666666666,0.55,0.01762292026
1,0.5,0.6666666666666,0.6,0.02097273155
1,0.5,0.6666666666666,0.65,0.02461383078
1,0.5,0.6666666666666,0.7,0.02854621795
1,0.5,0.6666666666666,0.75,0.03276989305
1,0.5,0.6666666666666,0.8,0.03728485609
1,0.5,0.6666666666666,0.85,0.04209110707
1,0.5,0.6666666666666,0.9,0.04718864599
1,0.5,0.6666666666666,0.95,0.05257747285
1,0.5,0.6666666666666,1,0.05825758764
1,0.5,0.6666666666666,1.05,0.06422899038
1,0.5,0.6666666666666,1.1,0.07049168105
1,0.5,0.6666666666666,1.15,0.07704565966
1,0.5,0.6666666666666,1.2,0.08389092621
1,0.5,0.6666666666666,1.25,0.09102748069
1,0.5,0.6666666666666,1.3,0.09845532312
1,0.5,0.6666666666666,1.35,0.1061744535
1,0.5,0.6666666666666,1.4,0.1141848718
1,0.5,0.6666666666666,1.45,0.122486578
1,0.5,0.6666666666666,1.5,0.1310795722
1,0.5,0.6666666666666,1.55,0.1399638543
1,0.5,0.6666666666666,1.6,0.1491394244
1,0.5,0.6666666666666,1.65,0.1586062824
1,0.5,0.6666666666666,1.7,0.1683644283
1,0.5,0.6666666666666,1.75,0.1784138622
1,0.5,0.6666666666666,1.8,0.188754584
1,0.5,0.6666666666666,1.85,0.1993865937
1,0.5,0.6666666666666,1.9,0.2103098914
1,0.5,0.6666666666666,1.95,0.221524477
1,0.5,0.6666666666666,2,0.2330303506
1,0.5,0.6666666666666,2.05,0.2448275121
1,0.5,0.6666666666666,2.1,0.2569159615
1,0.5,0.6666666666666,2.15,0.2692956989
1,0.5,0.6666666666666,2.2,0.2819667242
1,0.5,0.6666666666666,2.25,0.2949290374
1,0.5,0.6666666666666,2.3,0.3081826386
1,0.5,0.6666666666666,2.35,0.3217275278
1,0.5,0.6666666666666,2.4,0.3355637048
1,0.5,0.6666666666666,2.45,0.3496911698
1,0.5,0.6666666666666,2.5,0.3641099228
1,0.5,0.6666666666666,2.6,0.3938212925
1,0.5,0.6666666666666,2.8,0.4567394871
1,0.5,0.6666666666666,3,0.5243182888
1,0.5,0.6666666666666,3.2,0.5965576975
1,0.5,0.6666666666666,3.4,0.6734577132
1,0.5,0.6666666666666,3.6,0.7550183359
1,0.5,0.6666666666666,3.8,0.8412395656
1,0.5,0.6666666666666,4,0.9321214023
1,0.5,0.6666666666666,4.2,1.027663846
1,0.5,0.6666666666666,4.4,1.127866897
1,0.5,0.6666666666666,4.6,1.232730555
1,0.5,0.6666666666666,4.8,1.342254819
1,0.5,0.6666666666666,5,1.456439691
1,0.5,1,0.2,0.003095942761
1,0.5,1,0.25,0.004837410565
1,0.5,1,0.3,0.006965871213
1,0.5,1,0.35,0.009481324707
1,0.5,1,0.4,0.01238377105
1,0.5,1,0.45,0.01567321023
1,0.5,1,0.5,0.01934964226
1,0.5,1,0.55,0.02341306713
1,0.5,1,0.6,0.02786348485
1,0.5,1,0.65,0.03270089542
1,0.5,1,0.7,0.03792529883
1,0.5,1,0.75,0.04353669508
1,0.5,1,0.8,0.04953508418
1,0.5,1,0.85,0.05592046613
1,0.5,1,0.9,0.06269284092
1,0.5,1,0.95,0.06985220856
1,0.5,1,1,0.07739856904
1,0.5,1,1.05,0.08533192236
1,0.5,1,1.1,0.09365226853
1,0.5,1,1.15,0.1023596076
1,0.5,1,1.2,0.1114539394
1,0.5,1,1.25,0.1209352641
1,0.5,1,1.3,0.1308035817
1,0.5,1,1.35,0.1410588921
1,0.5,1,1.4,0.1517011953
1,0.5,1,1.45,0.1627304914
1,0.5,1,1.5,0.1741467803
1,0.5,1,1.55,0.1859500621
1,0.5,1,1.6,0.1981403367
1,0.5,1,1.65,0.2107176042
1,0.5,1,1.7,0.2236818645
1,0.5,1,1.75,0.2370331177
1,0.5,1,1.8,0.2507713637
1,0.5,1,1.85,0.2648966025
1,0.5,1,1.9,0.2794088342
1,0.5,1,1.95,0.2943080588
1,0.5,1,2,0.3095942761
1,0.5,1,2.05,0.3252674864
1,0.5,1,2.1,0.3413276895
1,0.5,1,2.15,0.3577748854
1,0.5,1,2.2,0.3746090741
1,0.5,1,2.25,0.3918302557
1,0.5,1,2.3,0.4094384302
1,0.5,1,2.35,0.4274335975
1,0.5,1,2.4,0.4458157577
1,0.5,1,2.45,0.4645849106
1,0.5,1,2.5,0.4837410565
1,0.5,1,2.6,0.5232143267
1,0.5,1,2.8,0.6068047812
1,0.5,1,3,0.6965871213
1,0.5,1,3.2,0.7925613469
1,0.5,1,3.4,0.8947274581
1,0.5,1,3.6,1.003085455
1,0.5,1,3.8,1.117635337
1,0.5,1,4,1.238377105
1,0.5,1,4.2,1.365310758
1,0.5,1,4.4,1.498436297
1,0.5,1,4.6,1.637753721
1,0.5,1,4.8,1.783263031
1,0.5,1,5,1.934964226
1,0.6,0,0.2,0.004404974373
1,0.6,0,0.25,0.006882772457
1,0.6,0,0.3,0.009911192339
1,0.6,0,0.35,0.01349023402
1,0.6,0,0.4,0.01761989749
1,0.6,0,0.45,0.02230018276
1,0.6,0,0.5,0.02753108983
1,0.6,0,0.55,0.03331261869
1,0.6,0,0.6,0.03964476936
1,0.6,0,0.65,0.04652754181
1,0.6,0,0.7,0.05396093607
1,0.6,0,0.75,0.06194495212
1,0.6,0,0.8,0.07047958996
1,0.6,0,0.85,0.07956484961
1,0.6,0,0.9,0.08920073105
1,0.6,0,0.95,0.09938723429
1,0.6,0,1,0.1101243593
1,0.6,0,1.05,0.1214121061
1,0.6,0,1.1,0.1332504748
1,0.6,0,1.15,0.1456394652
1,0.6,0,1.2,0.1585790774
1,0.6,0,1.25,0.1720693114
1,0.6,0,1.3,0.1861101673
1,0.6,0,1.35,0.2007016449
1,0.6,0,1.4,0.2158437443
1,0.6,0,1.45,0.2315364655
1,0.6,0,1.5,0.2477798085
1,0.6,0,1.55,0.2645737733
1,0.6,0,1.6,0.2819183599
1,0.6,0,1.65,0.2998135682
1,0.6,0,1.7,0.3182593984
1,0.6,0,1.75,0.3372558504
1,0.6,0,1.8,0.3568029242
1,0.6,0,1.85,0.3769006198
1,0.6,0,1.9,0.3975489371
1,0.6,0,1.95,0.4187478763
1,0.6,0,2,0.4404974373
1,0.6,0,2.05,0.46279762
1,0.6,0,2.1,0.4856484246
1,0.6,0,2.15,0.509049851
1,0.6,0,2.2,0.5330018991
1,0.6,0,2.25,0.5575045691
1,0.6,0,2.3,0.5825578608
1,0.6,0,2.35,0.6081617743
1,0.6,0,2.4,0.6343163097
1,0.6,0,2.45,0.6610214668
1,0.6,0,2.5,0.6882772457
1,0.6,0,2.6,0.744440669
1,0.6,0,2.8,0.8633749771
1,0.6,0,3,0.9911192339
1,0.6,0,3.2,1.127673439
1,0.6,0,3.4,1.273037594
1,0.6,0,3.6,1.427211697
1,0.6,0,3.8,1.590195749
1,0.6,0,4,1.761989749
1,0.6,0,4.2,1.942593698
1,0.6,0,4.4,2.132007596
1,0.6,0,4.6,2.330231443
1,0.6,0,4.8,2.537265239
1,0.6,0,5,2.753108983
1,0.6,0.6666666666666,0.2,0.002303774845
1,0.6,0.6666666666666,0.25,0.003599648195
1,0.6,0.6666666666666,0.3,0.005183493401
1,0.6,0.6666666666666,0.35,0.007055310462
1,0.6,0.6666666666666,0.4,0.009215099379
1,0.6,0.6666666666666,0.45,0.01166286015
1,0.6,0.6666666666666,0.5,0.01439859278
1,0.6,0.6666666666666,0.55,0.01742229726
1,0.6,0.6666666666666,0.6,0.0207339736
1,0.6,0.6666666666666,0.65,0.0243336218
1,0.6,0.6666666666666,0.7,0.02822124185
1,0.6,0.6666666666666,0.75,0.03239683376
1,0.6,0.6666666666666,0.8,0.03686039752
1,0.6,0.6666666666666,0.85,0.04161193313
1,0.6,0.6666666666666,0.9,0.04665144061
1,0.6,0.6666666666666,0.95,0.05197891994
1,0.6,0.6666666666666,1,0.05759437112
1,0.6,0.6666666666666,1.05,0.06349779416
1,0.6,0.6666666666666,1.1,0.06968918906
1,0.6,0.6666666666666,1.15,0.07616855581
1,0.6,0.6666666666666,1.2,0.08293589441
1,0.6,0.6666666666666,1.25,0.08999120488
1,0.6,0.6666666666666,1.3,0.09733448719
1,0.6,0.6666666666666,1.35,0.1049657414
1,0.6,0.6666666666666,1.4,0.1128849674
1,0.6,0.6666666666666,1.45,0.1210921653
1,0.6,0.6666666666666,1.5,0.129587335
1,0.6,0.6666666666666,1.55,0.1383704766
1,0.6,0.6666666666666,1.6,0.1474415901
1,0.6,0.6666666666666,1.65,0.1568006754
1,0.6,0.6666666666666,1.7,0.1664477325
1,0.6,0.6666666666666,1.75,0.1763827616
1,0.6,0.6666666666666,1.8,0.1866057624
1,0.6,0.6666666666666,1.85,0.1971167352
1,0.6,0.6666666666666,1.9,0.2079156797
1,0.6,0.6666666666666,1.95,0.2190025962
1,0.6,0.6666666666666,2,0.2303774845
1,0.6,0.6666666666666,2.05,0.2420403446
1,0.6,0.6666666666666,2.1,0.2539911766
1,0.6,0.6666666666666,2.15,0.2662299805
1,0.6,0.6666666666666,2.2,0.2787567562
1,0.6,0.6666666666666,2.25,0.2915715038
1,0.6,0.6666666666666,2.3,0.3046742232
1,0.6,0.6666666666666,2.35,0.3180649145
1,0.6,0.6666666666666,2.4,0.3317435777
1,0.6,0.6666666666666,2.45,0.3457102127
1,0.6,0.6666666666666,2.5,0.3599648195
1,0.6,0.6666666666666,2.6,0.3893379488
1,0.6,0.6666666666666,2.8,0.4515398696
1,0.6,0.6666666666666,3,0.5183493401
1,0.6,0.6666666666666,3.2,0.5897663603
1,0.6,0.6666666666666,3.4,0.6657909302
1,0.6,0.6666666666666,3.6,0.7464230497
1,0.6,0.6666666666666,3.8,0.831662719
1,0.6,0.6666666666666,4,0.9215099379
1,0.6,0.6666666666666,4.2,1.015964707
1,0.6,0.6666666666666,4.4,1.115027025
1,0.6,0.6666666666666,4.6,1.218696893
1,0.6,0.6666666666666,4.8,1.326974311
1,0.6,0.6666666666666,5,1.439859278
1,0.6,1,0.2,0.00307036226
1,0.6,1,0.25,0.004797441032
1,0.6,1,0.3,0.006908315086
1,0.6,1,0.35,0.009402984422
1,0.6,1,0.4,0.01228144904
1,0.6,1,0.45,0.01554370894
1,0.6,1,0.5,0.01918976413
1,0.6,1,0.55,0.02321961459
1,0.6,1,0.6,0.02763326034
1,0.6,1,0.65,0.03243070137
1,0.6,1,0.7,0.03761193769
1,0.6,1,0.75,0.04317696928
1,0.6,1,0.8,0.04912579616
1,0.6,1,0.85,0.05545841833
1,0.6,1,0.9,0.06217483577
1,0.6,1,0.95,0.0692750485
1,0.6,1,1,0.07675905651
1,0.6,1,1.05,0.0846268598
1,0.6,1,1.1,0.09287845837
1,0.6,1,1.15,0.1015138522
1,0.6,1,1.2,0.1105330414
1,0.6,1,1.25,0.1199360258
1,0.6,1,1.3,0.1297228055
1,0.6,1,1.35,0.1398933805
1,0.6,1,1.4,0.1504477508
1,0.6,1,1.45,0.1613859163
1,0.6,1,1.5,0.1727078771
1,0.6,1,1.55,0.1844136333
1,0.6,1,1.6,0.1965031847
1,0.6,1,1.65,0.2089765313
1,0.6,1,1.7,0.2218336733
1,0.6,1,1.75,0.2350746105
1,0.6,1,1.8,0.2486993431
1,0.6,1,1.85,0.2627078709
1,0.6,1,1.9,0.277100194
1,0.6,1,1.95,0.2918763124
1,0.6,1,2,0.307036226
1,0.6,1,2.05,0.322579935
1,0.6,1,2.1,0.3385074392
1,0.6,1,2.15,0.3548187387
1,0.6,1,2.2,0.3715138335
1,0.6,1,2.25,0.3885927236
1,0.6,1,2.3,0.4060554089
1,0.6,1,2.35,0.4239018896
1,0.6,1,2.4,0.4421321655
1,0.6,1,2.45,0.4607462367
1,0.6,1,2.5,0.4797441032
1,0.6,1,2.6,0.518891222
1,0.6,1,2.8,0.601791003
1,0.6,1,3,0.6908315086
1,0.6,1,3.2,0.7860127386
1,0.6,1,3.4,0.8873346932
1,0.6,1,3.6,0.9947973723
1,0.6,1,3.8,1.108400776
1,0.6,1,4,1.228144904
1,0.6,1,4.2,1.354029757
1,0.6,1,4.4,1.486055334
1,0.6,1,4.6,1.624221636
1,0.6,1,4.8,1.768528662
1,0.6,1,5,1.918976413
